A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,D
1,5,9,8,6,9,6,7,3,2,8,6,6,3,8,11,S
9,2,4,3,5,3,8,7,6,3,8,6,9,2,9,3,Q
8,2,1,3,2,1,8,6,7,5,6,6,8,3,8,4,Q
8,5,5,7,8,3,8,5,8,9,7,4,8,3,8,4,O
8,2,6,4,4,3,6,7,5,5,6,5,7,3,7,5,R
7,5,12,5,6,3,8,6,4,5,13,6,8,2,9,3,S
4,3,8,5,6,5,8,7,7,4,7,6,9,5,7,7,A
8,4,9,5,7,5,7,8,5,9,7,7,8,1,8,7,Z
7,5,11,6,8,6,7,7,5,6,6,5,8,7,9,3,D
10,4,6,6,9,3,8,9,7,6,6,9,9,4,7,6,Q
7,5,6,7,6,6,8,10,5,8,7,6,8,3,10,7,T
8,9,14,6,8,3,5,11,6,9,12,8,7,2,8,6,C
8,3,8,5,5,1,8,10,2,3,7,12,8,1,11,0,Y
4,7,15,6,8,3,6,9,3,8,13,6,6,2,8,5,T
9,3,4,4,6,2,7,7,7,6,6,7,7,3,7,6,Q
8,3,8,3,6,2,6,7,11,8,6,6,6,3,8,3,D
7,1,0,1,1,0,3,12,4,2,11,9,6,0,8,2,F
7,4,9,6,6,3,6,11,3,6,13,7,4,1,10,2,F
8,1,0,2,1,0,7,9,3,2,7,12,8,2,10,0,V
6,4,9,5,7,3,3,3,7,8,1,0,5,1,6,1,L
8,6,10,8,8,6,7,10,4,4,13,6,3,1,10,3,P
8,2,4,3,3,2,7,7,6,4,9,6,8,2,8,2,O
5,7,8,8,6,4,4,8,6,8,9,9,10,3,9,3,U
7,5,7,8,5,3,7,8,3,5,10,6,7,6,8,1,N
8,4,9,6,7,4,6,5,0,8,8,2,11,0,7,2,L
9,4,11,7,8,4,12,2,3,3,10,2,9,3,7,4,A
8,5,11,6,8,3,7,7,15,2,4,6,8,6,8,0,N
8,2,1,2,1,1,7,7,7,5,6,6,7,1,8,7,B
7,6,9,6,6,5,2,11,2,3,10,10,8,5,11,1,W
10,3,2,3,3,3,7,7,5,7,7,5,9,2,8,5,E
8,4,7,5,5,3,6,7,12,1,8,9,8,8,6,0,M
6,6,9,7,11,7,9,5,7,4,9,5,11,4,8,6,Q
4,5,8,6,7,6,6,7,5,6,7,5,9,5,4,8,D
6,2,3,2,2,1,4,11,3,4,10,8,4,0,9,3,P
9,6,10,8,8,7,7,7,6,6,9,7,6,3,8,8,B
7,4,8,6,6,7,6,7,3,6,6,7,11,3,10,8,E
9,2,4,3,2,2,8,8,3,5,10,5,6,2,8,5,B
9,3,10,4,8,6,6,7,8,5,7,6,7,2,8,7,B
8,2,4,3,6,1,12,2,9,4,13,6,13,1,6,0,J
6,5,9,6,7,4,7,9,5,5,7,6,7,6,9,2,N
8,5,11,6,8,7,7,7,6,3,7,6,9,4,8,8,E
8,4,9,4,6,2,3,13,8,2,11,7,3,1,10,4,P
10,5,8,3,12,3,9,6,2,4,9,5,6,3,9,5,J
11,4,8,6,6,4,8,8,4,6,9,3,8,3,6,4,R
7,4,6,6,9,9,9,7,6,1,7,6,9,10,9,5,Q
10,5,9,8,7,5,8,6,1,7,10,3,9,5,6,6,K
9,2,3,3,1,2,8,7,2,5,10,5,7,1,8,4,B
8,2,7,4,4,1,8,4,3,1,7,1,8,2,6,2,A
8,2,7,2,5,1,0,1,5,6,0,0,7,0,8,0,L
8,1,10,0,7,0,7,7,4,4,7,6,8,0,8,0,I
8,2,1,2,2,1,7,7,3,12,8,6,8,0,8,7,Z
7,4,8,4,6,3,1,11,4,6,11,10,9,0,8,2,F
8,6,5,9,8,4,8,7,5,2,7,8,8,9,9,0,W
5,3,7,5,5,7,10,8,4,5,7,6,6,4,7,7,D
9,3,7,4,5,3,8,9,2,6,13,5,5,1,10,2,F
7,3,2,5,4,2,8,2,2,2,7,2,8,2,7,2,A
7,5,7,5,5,4,3,11,2,2,10,9,7,5,11,1,W
5,5,8,8,6,7,7,9,1,4,10,6,6,5,11,3,F
8,1,0,1,0,0,6,7,7,5,7,6,6,2,8,2,D
8,4,9,6,6,2,10,5,3,1,8,1,9,2,7,2,A
8,4,7,6,5,4,8,8,2,6,13,5,6,2,10,2,F
8,3,10,4,8,2,7,7,0,8,13,6,8,0,8,1,I
9,2,3,2,2,2,7,7,5,5,7,6,6,2,8,5,B
4,5,9,5,7,3,5,12,4,6,12,9,4,2,12,2,T
7,4,2,5,4,3,9,7,6,6,7,6,8,6,8,3,H
10,2,3,3,2,2,9,6,3,4,10,4,7,2,7,3,R
8,3,6,4,4,1,5,6,6,9,7,5,11,1,9,4,C
10,4,9,5,7,5,8,6,7,7,6,6,6,2,8,7,B
8,1,0,2,1,1,7,7,11,1,5,6,8,4,8,0,N
10,5,10,4,6,2,9,7,3,6,13,4,5,2,9,4,I
8,6,11,6,8,3,7,7,15,0,7,6,8,3,8,0,H
10,5,10,7,8,8,9,6,5,2,6,6,10,8,8,5,G
6,7,10,7,5,4,5,8,1,3,8,10,8,9,11,2,W
8,4,7,4,5,4,7,8,12,1,7,4,8,3,8,0,H
8,4,5,4,7,2,3,13,8,1,11,6,3,1,10,4,P
11,5,10,6,8,5,3,8,7,3,7,5,11,3,8,3,K
5,5,9,7,8,8,7,7,4,8,7,6,9,5,4,11,T
4,5,9,5,7,3,4,9,1,7,9,10,6,1,10,3,Y
7,4,8,6,6,4,6,10,2,5,13,7,5,2,10,2,F
8,3,8,6,6,3,12,2,3,2,10,2,9,2,6,3,A
6,6,12,6,6,4,6,10,3,4,12,6,4,3,11,5,P
8,1,5,1,3,1,7,7,1,7,7,6,8,0,8,3,I
8,3,4,5,3,2,8,12,2,3,6,11,9,2,10,1,V
10,6,12,6,7,5,10,6,3,5,10,4,8,6,8,6,R
6,3,9,4,6,1,1,14,5,3,12,10,5,0,8,2,F
7,4,6,5,6,5,7,8,2,5,8,6,8,3,6,7,X
8,3,4,3,3,2,8,6,6,5,7,6,9,2,10,9,S
7,2,7,4,5,3,5,10,2,6,10,9,6,1,10,3,F
8,4,5,8,4,4,9,6,3,5,9,5,7,8,7,2,M
8,3,5,5,5,4,7,10,5,2,7,7,8,6,11,7,G
8,3,2,4,4,3,8,7,6,6,7,6,8,3,8,3,H
7,4,8,6,6,3,5,4,1,10,7,2,11,0,7,3,L
11,2,4,2,3,2,7,7,5,6,7,6,8,2,8,5,E
8,5,5,5,7,3,6,7,10,10,7,7,6,3,8,4,D
9,6,6,7,9,4,8,6,8,7,5,7,8,3,8,5,Q
10,2,1,3,2,1,8,6,6,6,6,5,9,1,7,5,G
8,5,11,6,8,6,8,8,5,8,5,5,8,0,8,9,S
11,4,7,5,6,6,6,5,4,5,7,5,11,5,10,7,C
8,3,1,4,2,2,7,7,5,6,7,6,9,3,7,4,G
9,3,8,5,6,3,12,3,3,2,11,2,9,2,6,2,A
8,5,6,6,8,4,7,7,12,2,7,9,8,9,6,0,M
5,5,8,7,6,7,7,8,1,4,10,6,6,5,10,3,F
9,7,9,10,7,7,9,7,3,7,10,4,7,5,8,5,H
6,6,10,7,8,5,3,7,4,7,10,8,15,4,9,5,C
8,6,9,9,7,7,4,10,2,3,8,9,9,10,9,1,W
6,4,9,5,6,2,1,12,5,5,12,10,8,0,8,2,F
7,4,6,6,4,3,7,7,1,8,10,7,9,3,8,3,X
7,2,6,3,4,2,7,7,3,5,14,6,10,1,6,0,J
7,4,9,6,7,5,5,10,3,6,10,9,5,1,10,4,P
5,5,9,7,7,5,6,9,6,8,10,10,5,2,9,4,F
8,4,11,6,8,3,6,10,1,7,7,12,9,1,11,2,Y
7,4,9,4,7,4,7,7,7,3,9,7,8,3,8,3,O
11,3,8,4,6,2,7,6,8,7,6,5,11,1,8,5,G
8,3,8,5,6,4,7,7,3,8,6,7,10,3,7,7,X
8,4,6,6,4,5,7,11,2,2,7,8,8,6,11,1,W
3,5,6,4,9,4,6,11,3,3,12,7,6,2,7,9,Z
10,3,3,4,4,3,8,8,7,3,5,7,10,2,9,5,Q
6,9,12,7,7,3,7,8,4,9,13,6,8,2,7,5,T
7,6,9,7,7,8,5,8,4,7,7,6,10,5,7,5,T
11,3,7,4,5,2,8,7,8,7,6,6,9,2,7,5,G
7,4,5,7,4,4,7,7,3,6,10,6,8,3,8,3,H
8,1,1,2,1,1,8,7,7,5,7,6,8,2,8,3,O
7,4,8,5,6,3,7,10,4,5,13,7,5,2,9,2,F
11,5,6,6,5,6,9,8,4,5,7,6,8,5,10,8,S
7,2,7,4,5,4,7,7,4,6,7,6,6,3,8,2,D
8,7,11,11,8,8,4,7,4,5,10,11,11,9,7,4,M
8,2,5,4,4,2,7,4,1,8,8,2,10,0,7,2,L
7,5,6,5,4,3,4,12,1,2,8,10,7,3,11,1,V
9,2,4,3,3,2,7,7,5,7,7,7,9,2,8,5,E
8,1,10,0,7,0,7,7,4,4,7,6,8,0,8,0,I
11,3,7,4,5,3,3,7,6,3,7,6,11,3,8,3,K
8,2,3,3,2,1,8,8,2,6,10,6,7,1,8,5,S
9,4,7,6,9,4,11,4,2,6,9,2,6,1,8,6,Z
7,4,4,5,3,2,4,9,5,7,11,10,9,3,9,2,U
8,6,8,8,7,6,8,4,3,4,9,3,8,4,7,5,O
8,6,12,5,6,3,8,3,2,5,8,1,7,3,7,5,S
10,8,12,6,6,4,7,7,5,6,10,5,8,6,6,7,B
5,4,5,6,6,5,8,10,4,4,7,7,9,3,7,7,J
7,5,5,7,4,5,7,5,5,5,7,5,9,5,4,7,Q
8,2,1,3,2,2,7,8,4,5,7,5,6,5,6,4,R
7,3,10,4,7,2,10,6,0,8,11,3,6,0,7,1,J
5,6,9,9,7,5,3,9,3,7,11,11,11,3,8,3,K
8,4,4,5,6,2,7,4,14,5,7,14,8,3,9,0,U
8,1,4,0,6,0,7,7,4,4,7,6,8,0,8,0,I
8,8,11,12,8,10,9,6,3,6,10,4,8,5,7,5,H
6,3,7,5,5,5,5,7,3,6,7,6,12,2,10,8,E
8,1,0,2,0,0,7,9,3,1,7,13,8,1,11,0,Y
8,3,7,5,5,4,7,7,2,6,7,5,8,3,6,5,X
7,7,10,10,8,5,6,7,1,9,10,8,9,3,8,4,X
10,3,7,4,5,1,3,7,7,2,7,7,11,3,8,3,K
8,3,1,4,2,3,7,7,6,6,7,6,8,3,8,3,H
11,5,5,5,8,2,4,6,9,2,7,7,11,4,7,3,K
8,3,1,5,3,1,7,12,3,3,6,11,9,2,10,1,V
11,6,8,8,6,5,10,8,4,7,10,1,7,3,6,4,R
7,1,3,3,2,1,8,7,1,9,11,6,8,1,8,5,Z
7,5,10,6,7,7,7,5,6,3,7,6,11,4,8,7,G
5,3,6,3,4,2,5,12,4,5,11,9,5,2,12,1,T
8,1,4,1,3,0,8,7,0,7,13,6,8,0,8,0,I
8,3,10,3,8,1,0,1,5,6,0,0,7,0,8,0,L
12,5,11,7,8,7,10,6,2,7,11,4,8,4,8,6,E
9,4,10,4,7,4,3,8,5,9,7,6,13,0,8,7,E
8,4,9,6,7,6,7,8,6,2,6,5,11,4,8,7,G
8,2,1,2,1,0,7,7,4,4,7,6,8,2,8,4,X
8,4,9,6,7,6,7,5,6,3,8,6,11,4,8,7,G
8,5,11,7,8,9,8,5,5,2,8,7,8,6,8,5,V
7,1,3,2,1,1,6,2,1,1,6,2,8,1,6,1,A
7,2,6,4,4,2,7,9,6,6,6,10,9,3,9,1,U
8,5,11,7,9,4,9,9,4,2,5,13,8,3,10,0,V
9,6,10,8,8,6,7,9,5,8,5,4,10,5,4,7,R
9,4,9,6,7,4,8,6,9,3,6,5,7,3,8,4,O
4,7,10,7,7,6,5,10,4,3,9,7,7,9,13,3,W
8,2,1,3,2,1,8,8,6,6,5,9,8,3,9,1,U
9,4,5,5,7,4,7,7,10,7,7,6,8,2,8,9,B
5,9,11,8,6,4,9,6,6,7,3,9,7,5,9,3,U
11,3,4,3,5,2,5,11,7,4,7,3,9,3,7,6,R
8,4,8,5,6,4,7,7,13,1,6,6,8,5,8,0,N
11,4,8,5,6,5,7,9,6,3,8,6,8,3,10,7,F
6,9,9,7,13,5,7,8,4,3,6,11,5,5,10,6,Y
6,4,8,6,6,8,9,9,4,4,8,7,5,4,9,8,D
8,2,0,2,1,0,8,5,11,4,7,13,8,3,10,0,U
6,6,10,8,7,7,7,9,7,5,7,5,5,5,9,7,B
9,5,8,7,10,6,11,4,3,5,9,2,7,2,7,6,Z
8,2,6,3,4,1,7,7,14,1,7,6,8,3,8,0,H
9,2,4,4,3,2,7,6,6,6,6,6,10,2,9,4,G
7,2,5,4,4,1,9,7,2,7,14,4,8,0,7,0,J
8,4,6,4,7,4,7,11,4,3,6,10,11,3,10,6,Q
9,6,10,5,5,2,8,4,5,4,9,3,8,4,6,5,S
7,3,6,5,4,3,5,11,4,5,11,8,3,1,10,4,P
10,3,6,4,5,2,8,9,7,6,5,8,9,3,8,5,Q
8,2,4,4,3,2,11,2,2,2,9,2,9,2,6,2,A
4,9,10,13,9,15,8,7,5,5,7,6,8,12,10,10,W
8,2,3,3,2,2,7,8,5,9,6,6,9,1,8,7,Z
8,4,6,5,4,4,8,6,3,5,6,5,7,4,9,5,B
6,6,10,7,5,3,5,9,2,8,11,8,8,4,9,3,X
8,1,0,1,0,0,3,11,4,3,11,9,7,0,8,2,F
9,1,1,2,1,1,7,7,5,5,6,6,10,2,9,3,G
8,5,5,6,8,3,7,6,6,9,5,6,10,0,9,9,S
7,7,10,7,8,4,4,11,2,4,9,11,7,4,9,1,V
8,2,5,4,3,2,6,7,2,8,11,7,9,2,8,4,E
8,6,11,6,6,3,6,8,5,3,13,9,8,3,10,3,S
8,3,7,5,5,2,11,6,2,7,14,3,8,0,8,0,J
9,5,10,6,8,4,5,8,9,9,9,9,12,2,10,4,C
9,3,5,4,7,2,5,7,7,10,7,5,14,1,8,4,C
8,7,10,6,8,3,2,11,5,5,12,12,8,2,10,1,V
6,3,3,4,2,2,6,8,5,7,10,8,8,3,10,3,U
8,5,10,6,8,5,7,8,8,6,7,8,8,2,8,3,O
8,2,5,3,4,2,7,7,8,5,7,6,8,2,8,3,O
6,3,9,4,7,3,11,6,3,6,12,2,8,1,6,2,J
9,9,14,7,8,4,8,3,4,5,8,1,7,3,6,6,S
4,3,7,6,5,4,5,5,3,3,3,2,6,4,6,4,A
5,4,7,5,5,4,8,10,3,6,10,8,5,2,12,3,T
7,3,3,5,2,3,7,8,2,6,10,7,7,4,10,3,H
8,3,8,5,6,1,6,8,4,3,8,13,8,3,10,0,V
10,2,1,3,3,2,7,7,5,7,7,6,9,2,8,5,E
7,3,10,4,8,2,2,8,6,11,7,6,15,0,8,7,E
8,7,10,9,7,7,6,7,7,7,8,10,8,3,9,6,T
8,2,1,3,2,2,7,8,4,5,6,5,7,2,6,4,R
6,4,9,4,4,3,7,8,4,7,10,5,6,4,8,5,D
5,3,4,4,2,2,5,12,3,6,11,9,4,2,11,2,T
8,7,10,9,8,7,7,7,2,8,11,7,9,3,8,5,E
6,3,5,4,3,3,7,8,5,5,7,7,6,5,9,2,N
7,1,3,2,2,1,10,6,2,5,12,4,9,0,7,0,J
8,3,7,4,5,2,7,7,4,4,7,6,8,2,8,4,X
10,6,12,6,6,4,10,3,4,4,11,2,8,4,6,4,D
8,2,5,3,4,2,7,7,5,9,6,6,8,2,8,7,Z
7,5,11,6,9,3,4,9,7,8,13,11,12,2,9,3,C
8,4,8,6,6,3,7,9,4,2,7,13,8,3,10,0,V
7,5,9,8,7,5,7,9,2,4,10,5,6,5,9,1,N
8,3,6,5,4,4,8,5,7,4,7,7,6,3,6,5,Q
9,3,11,5,8,3,13,3,4,3,12,1,9,2,6,3,A
9,4,9,4,6,4,3,6,5,9,6,7,13,0,8,7,E
11,4,5,6,5,6,8,7,5,5,7,6,7,5,8,9,S
8,2,7,4,5,2,7,13,0,5,7,10,8,0,8,0,T
5,3,5,4,4,2,5,12,2,7,11,9,4,1,11,2,T
8,3,6,4,4,3,7,8,7,4,9,7,8,3,8,2,O
7,3,3,5,2,2,6,11,2,5,13,7,4,1,9,1,F
6,9,13,9,7,5,5,9,2,2,7,10,8,10,12,1,W
9,1,3,3,2,2,8,7,2,4,10,5,7,2,8,3,B
4,8,12,7,6,3,5,10,2,5,12,6,4,2,9,6,F
7,3,9,5,7,3,7,6,3,6,15,6,11,1,6,1,J
5,5,9,5,5,3,5,8,4,6,9,6,6,4,10,6,D
7,6,9,6,7,3,1,12,4,4,12,12,8,2,10,1,V
8,1,4,1,3,1,7,7,1,7,7,6,8,0,8,2,I
8,3,4,5,3,2,8,7,2,7,10,5,8,1,9,5,S
7,6,9,9,7,5,8,11,8,5,10,4,3,2,10,5,P
11,6,10,9,8,10,8,7,5,1,7,6,8,9,9,7,O
10,3,7,5,5,3,9,7,4,6,10,4,7,3,7,4,R
7,2,3,3,2,2,9,7,6,6,7,6,6,3,9,2,H
8,0,3,0,4,0,7,7,4,4,7,6,8,0,8,0,I
8,4,2,5,4,4,8,6,6,4,7,7,8,7,5,2,M
7,4,8,6,7,5,8,4,5,5,9,4,10,4,7,5,O
5,2,2,3,3,2,7,8,5,4,7,6,6,5,9,2,N
9,4,9,5,7,6,6,7,5,8,7,6,10,3,8,6,E
8,1,1,3,2,1,6,10,1,6,8,11,8,1,11,2,Y
7,4,9,6,6,4,10,2,1,2,8,3,9,5,5,3,A
8,4,5,5,3,2,6,8,6,8,7,10,9,3,9,1,U
8,3,7,5,5,3,7,7,8,5,6,5,6,3,8,3,O
10,5,4,5,6,4,6,7,9,7,7,6,7,2,8,9,B
7,8,12,8,7,4,5,10,4,5,14,8,6,2,9,3,S
8,6,11,6,8,3,7,7,15,0,7,6,8,3,8,0,H
10,2,3,3,1,2,8,8,3,5,9,4,7,2,6,3,R
6,6,12,6,6,5,8,6,3,6,10,5,7,5,8,8,D
6,5,6,5,4,4,4,10,3,2,9,9,7,6,11,2,W
8,4,9,7,7,6,7,8,4,1,7,9,8,7,11,0,W
10,5,9,5,4,3,8,5,4,7,10,5,9,3,8,9,Q
9,4,9,6,7,4,7,7,4,9,6,7,11,4,6,8,X
6,3,7,4,5,3,4,4,4,8,2,1,7,4,6,1,L
6,2,1,2,2,1,4,4,4,7,2,1,6,0,7,1,L
7,6,10,6,6,5,9,6,3,6,10,4,7,5,7,8,D
8,4,7,6,5,8,8,8,4,4,6,7,8,7,8,5,U
5,4,6,6,4,3,6,9,2,8,11,8,6,1,8,6,Z
9,2,5,3,6,3,8,8,7,2,4,6,10,3,9,5,Q
11,2,3,3,4,2,7,8,8,7,5,7,9,2,7,5,G
8,1,1,2,1,1,5,11,7,1,10,6,4,1,9,3,P
7,3,2,4,4,2,6,8,6,7,6,9,9,3,9,1,U
8,1,0,2,0,0,7,9,3,1,7,12,8,1,11,0,Y
7,4,5,5,6,4,8,9,4,4,7,6,8,3,7,7,J
8,5,11,6,8,3,3,14,8,1,11,7,3,1,10,4,P
8,5,11,8,8,8,7,11,2,2,6,8,8,7,12,1,W
6,4,10,6,8,4,6,9,2,9,11,8,7,2,10,7,Z
4,5,7,5,5,3,6,8,1,7,8,9,5,2,12,4,Y
8,3,9,4,7,1,11,2,11,3,13,8,14,1,6,0,J
8,5,10,5,8,4,8,6,8,5,10,4,8,3,8,3,O
8,3,8,4,6,2,9,14,0,5,6,10,8,0,8,0,T
8,3,11,5,8,2,9,6,3,1,8,0,8,2,7,2,A
7,3,7,5,4,2,7,4,3,1,6,1,8,3,6,2,A
8,6,11,6,8,7,8,6,8,4,9,4,8,3,8,3,O
9,3,6,4,4,3,9,4,1,6,9,2,9,1,6,2,L
10,7,10,8,7,4,8,8,5,10,11,2,8,2,5,5,S
10,2,1,2,3,2,7,7,5,6,7,6,9,2,8,5,E
8,3,7,4,5,3,7,7,8,5,7,6,8,3,8,3,O
8,2,8,2,6,1,15,3,4,5,12,1,8,0,7,0,J
8,3,7,4,5,3,7,7,12,1,7,6,8,3,8,0,H
9,4,5,5,3,3,5,7,4,7,6,6,11,3,8,5,K
8,2,6,4,4,1,9,10,3,2,5,13,8,2,11,0,Y
8,2,3,2,1,1,7,9,5,5,6,9,9,3,10,1,U
8,2,4,3,7,1,14,2,6,5,14,1,10,0,7,0,J
8,1,0,1,0,0,7,7,10,1,7,6,8,2,8,0,H
10,5,4,5,6,2,4,9,8,2,7,4,11,4,8,3,K
5,2,3,3,2,1,5,11,3,6,11,9,5,1,11,1,T
8,3,5,5,4,2,10,5,3,6,14,4,10,0,7,0,J
11,9,15,8,8,4,9,3,4,7,11,4,10,3,8,8,Q
8,2,3,3,4,2,7,9,4,1,7,8,10,2,9,4,Q
7,5,9,5,7,3,3,8,5,8,11,10,13,1,9,3,C
7,3,6,4,4,2,5,9,6,7,12,9,11,2,10,3,C
8,2,5,4,4,2,9,7,2,6,14,5,9,1,6,1,J
10,5,10,4,5,3,7,10,5,5,10,5,9,3,8,6,E
8,1,3,1,1,1,7,7,2,7,7,6,8,0,8,2,I
8,6,11,6,6,4,8,5,5,5,6,8,8,4,9,3,U
8,4,9,5,6,4,7,7,8,6,7,3,8,3,8,3,O
6,6,7,5,11,4,7,8,4,2,11,7,7,3,9,11,Z
7,4,8,6,6,3,7,7,2,10,12,6,7,1,7,6,Z
7,2,3,3,2,2,5,10,3,4,10,8,4,1,9,3,P
9,4,7,5,5,5,8,8,2,7,7,6,8,0,9,9,Z
6,4,7,6,5,4,8,6,5,5,8,7,7,3,7,4,J
7,6,10,6,8,4,2,11,2,3,9,11,8,3,11,1,V
9,6,10,6,5,3,8,6,5,6,12,4,7,5,7,5,D
5,6,9,8,7,5,6,7,4,7,10,10,9,2,9,5,S
6,2,4,2,3,1,5,4,5,7,2,2,4,1,7,1,L
8,7,9,6,4,3,5,12,6,1,11,5,4,4,10,4,P
8,2,10,3,8,1,11,3,10,3,13,7,13,1,6,0,J
10,8,15,6,8,5,7,5,6,5,8,6,9,6,6,8,R
8,5,10,5,7,4,7,7,12,2,7,9,8,8,6,0,M
9,2,4,4,3,2,10,6,3,7,10,3,6,2,8,3,D
8,4,9,4,6,2,4,11,9,3,9,6,4,1,10,4,P
9,2,5,3,3,2,6,7,6,6,6,6,11,2,9,4,G
8,0,1,0,1,0,7,7,4,4,7,6,8,0,8,0,I
8,2,1,2,2,2,8,7,5,8,6,6,7,1,8,6,Z
8,3,5,4,4,3,7,7,5,9,6,6,8,1,8,7,Z
8,7,7,9,5,7,5,7,3,5,10,9,10,9,5,4,M
8,5,8,7,6,6,6,7,6,6,6,5,7,3,8,5,R
9,4,8,6,6,3,10,3,2,8,9,2,9,1,6,3,L
9,4,9,5,7,4,6,8,5,6,6,5,9,3,6,6,R
8,5,10,6,8,4,7,7,12,2,7,9,8,9,6,0,M
7,2,1,3,3,2,8,7,6,6,7,6,8,3,8,3,H
8,4,10,6,8,10,7,7,4,4,7,6,8,11,7,8,U
6,3,6,5,4,2,7,4,5,3,13,9,14,1,6,1,J
9,2,3,3,2,1,6,8,7,7,9,7,12,1,10,3,C
8,7,14,7,8,4,6,5,4,5,12,9,11,3,9,7,L
8,3,6,3,4,2,4,12,7,1,10,6,4,1,10,3,P
7,3,8,5,6,3,6,12,2,8,8,12,8,1,11,1,T
8,3,8,3,6,3,3,12,6,1,11,7,4,0,9,3,P
6,5,9,8,7,4,4,9,2,7,10,10,11,3,8,3,K
8,2,0,2,1,0,2,1,6,5,0,2,4,0,8,0,L
8,2,0,2,1,1,7,6,7,5,7,6,8,2,8,3,O
7,5,4,5,6,3,3,7,6,11,7,6,15,0,8,7,E
7,2,3,4,2,2,7,7,3,5,10,6,8,3,8,2,H
8,3,5,6,7,1,6,11,2,3,9,12,8,1,10,0,Y
10,1,0,2,1,0,7,7,6,8,7,6,13,0,8,4,C
8,5,6,6,4,3,7,6,2,7,7,6,9,0,9,4,I
9,5,9,7,6,5,7,6,7,5,5,4,9,3,7,6,H
8,2,3,2,4,1,10,3,10,3,12,8,13,1,6,0,J
9,2,5,3,4,3,7,7,5,5,6,6,6,2,8,5,B
11,4,7,5,5,5,8,8,7,3,8,5,7,4,8,6,R
8,2,5,4,3,2,8,7,3,7,11,5,7,1,9,4,S
7,4,9,5,7,5,8,6,7,3,10,5,9,3,8,3,O
7,2,1,3,2,2,6,9,4,4,9,8,5,1,10,3,P
7,2,3,3,2,1,6,11,4,5,8,10,7,2,11,1,T
8,4,7,6,5,3,6,7,5,5,6,6,8,3,8,4,G
8,0,1,0,1,0,7,7,4,4,7,6,8,0,8,0,I
8,3,5,5,4,3,5,7,1,7,10,8,11,3,8,3,K
8,3,7,4,5,3,6,6,5,4,6,6,9,2,9,4,G
8,1,1,1,2,1,7,7,1,7,7,6,8,0,8,2,I
8,5,9,7,7,6,5,7,1,6,9,8,10,3,8,3,K
10,7,13,6,7,3,10,3,3,5,10,1,9,3,6,5,S
8,3,10,5,7,3,9,12,3,7,5,12,8,2,12,1,T
8,7,8,8,9,9,6,9,4,5,7,7,6,5,8,11,F
8,2,2,2,4,1,0,1,5,6,0,0,6,0,8,0,L
10,4,7,4,5,2,6,10,9,4,7,5,8,2,8,5,R
8,1,0,2,1,0,2,1,5,5,0,2,5,0,8,0,L
7,3,4,4,3,2,7,7,6,7,7,6,5,2,8,3,D
8,4,6,7,4,6,12,3,3,1,10,4,9,8,6,2,M
8,1,7,2,5,1,14,2,6,5,13,1,10,0,7,0,J
7,2,1,3,2,1,5,8,6,6,8,10,10,3,9,1,U
12,9,15,8,8,6,12,4,3,6,10,4,7,4,9,6,Q
9,3,5,5,7,5,8,12,3,3,5,8,11,3,13,4,Q
4,6,9,9,8,11,10,7,5,5,7,5,8,10,11,9,W
8,4,8,6,6,5,7,5,6,5,7,6,8,3,8,4,P
10,4,4,4,6,4,7,5,9,7,6,7,7,2,8,9,B
8,3,5,4,4,3,7,7,7,5,9,6,8,2,8,3,O
5,4,7,5,5,3,5,9,3,6,10,7,6,3,7,4,S
10,2,5,3,3,2,6,8,7,8,8,7,13,1,9,4,C
7,3,5,4,7,6,8,8,3,1,7,7,9,4,11,6,Y
8,3,9,6,6,2,8,4,3,2,7,1,8,3,7,3,A
5,2,3,3,1,1,5,12,2,7,11,9,4,0,9,1,T
10,2,2,3,3,2,8,7,6,2,6,6,9,2,9,3,Q
5,4,10,6,8,6,9,8,4,4,9,3,7,4,8,7,J
7,3,2,4,3,2,8,7,7,7,7,6,4,2,8,3,D
4,8,12,7,7,2,5,11,3,7,13,7,4,2,8,4,T
9,4,8,5,6,4,5,6,4,8,7,7,12,3,8,6,K
8,4,7,5,5,3,7,8,8,5,7,7,9,3,8,3,O
8,3,2,3,4,1,8,5,12,5,6,14,8,3,9,0,U
5,2,3,3,1,1,5,12,3,5,11,9,5,1,10,1,T
8,2,3,2,5,1,13,3,8,4,13,4,12,1,6,0,J
8,3,7,4,5,4,8,7,5,6,7,6,9,3,8,3,H
8,2,0,3,1,0,7,9,4,2,7,13,8,2,10,0,V
9,2,4,4,3,1,8,6,2,10,11,5,9,1,8,6,Z
7,3,5,5,4,2,9,6,3,6,14,5,10,1,6,0,J
6,9,14,9,8,6,3,8,4,6,10,11,12,5,8,4,K
11,6,9,9,7,7,10,5,1,5,9,3,8,7,6,6,K
10,2,3,3,2,2,7,7,5,7,7,6,8,2,8,5,E
7,3,5,4,4,2,7,8,5,6,5,9,9,5,10,1,U
8,3,6,5,4,5,8,6,4,4,7,6,8,6,7,6,K
8,2,3,3,2,1,7,12,3,6,7,11,8,1,11,1,T
6,4,7,5,5,3,7,7,4,8,11,8,8,2,10,5,S
10,7,12,7,6,4,10,3,4,7,12,4,10,3,8,6,Z
10,2,6,3,4,2,7,6,6,6,7,3,10,1,8,4,G
8,5,9,7,6,7,7,8,6,3,7,6,8,5,8,8,E
